index	timestamp	hour	solar_dahead_utc	wind_on_dahead_utc	alpha	beta
1560	20190105_000000	0	19	2888	71.92214199	0.001051823
1561	20190105_010000	1	16	2987	70.75308635	0.001721903
1562	20190105_020000	2	13	3194	69.29657192	0.00264091
1563	20190105_030000	3	10	3487	65.11972035	0.002663973
1564	20190105_040000	4	7	3891	61.58311583	0.002588989
1565	20190105_050000	5	9	4325	57.69860636	0.002362096
1566	20190105_060000	6	13	4662	52.68160191	0.001798236
1567	20190105_070000	7	82	4928	49.18118348	0.002870668
1568	20190105_080000	8	736	5028	45.16057557	0.004648391
1569	20190105_090000	9	1970	4738	46.45736069	0.003593488
1570	20190105_100000	10	3135	4366	47.45197145	0.003149289
1571	20190105_110000	11	3815	4028	46.48776073	0.003284102
1572	20190105_120000	12	4096	4079	45.26475731	0.00342909
1573	20190105_130000	13	4131	4263	45.38568989	0.003400986
1574	20190105_140000	14	3885	4647	43.29650401	0.003738742
1575	20190105_150000	15	2975	5389	40.43901304	0.004830535
1576	20190105_160000	16	1417	6336	38.3171533	0.005195611
1577	20190105_170000	17	358	7321	38.33518326	0.005500432
1578	20190105_180000	18	75	7782	44.70144229	0.003904229
1579	20190105_190000	19	44	8062	46.56983291	0.003232005
1580	20190105_200000	20	33	8225	47.76045611	0.003116581
1581	20190105_210000	21	26	8234	47.94312265	0.002556451
1582	20190105_220000	22	21	8233	46.95554569	0.003733748
1583	20190105_230000	23	28	8033	47.08053634	0.00418203
1584	20190106_000000	0	22	7934	62.79316984	0.002772635
1585	20190106_010000	1	15	7840	54.8250358	0.002050238
1586	20190106_020000	2	15	7708	52.20561959	0.001819432
1587	20190106_030000	3	14	7606	49.92220701	0.002979681
1588	20190106_040000	4	14	7512	50.72029391	0.004761843
1589	20190106_050000	5	14	7426	50.87094828	0.005922131
1590	20190106_060000	6	15	7175	47.96704136	0.006967529
1591	20190106_070000	7	94	6925	35.71813121	0.006884001
1592	20190106_080000	8	781	6642	22.67599977	0.005214154
1593	20190106_090000	9	2041	6016	25.47713339	0.005330756
1594	20190106_100000	10	3237	5387	35.66016218	0.00622213
1595	20190106_110000	11	3932	4837	39.87567779	0.006216087
1596	20190106_120000	12	4159	4795	39.04164268	0.006205838
1597	20190106_130000	13	4145	4820	37.17184473	0.00587527
1598	20190106_140000	14	3884	4877	37.90234439	0.006659924
1599	20190106_150000	15	3004	5459	26.57508257	0.005398557
1600	20190106_160000	16	1450	6253	23.60726368	0.005103545
1601	20190106_170000	17	369	7057	21.62374386	0.004646122
1602	20190106_180000	18	92	7298	36.46200945	0.006431564
1603	20190106_190000	19	46	7421	40.12913366	0.006078702
1604	20190106_200000	20	34	7467	44.12207866	0.005681316
1605	20190106_210000	21	41	7401	47.19747649	0.004977301
1606	20190106_220000	22	34	7351	46.67964596	0.005433523
1607	20190106_230000	23	26	7163	47.36869087	0.005461431
1608	20190107_000000	0	24	7004	63.28817075	0.002573833
1609	20190107_010000	1	21	6876	57.17411078	0.001753645
1610	20190107_020000	2	15	6765	54.02527631	0.001455701
1611	20190107_030000	3	14	6788	54.08256694	0.002427318
1612	20190107_040000	4	15	6868	53.94920747	0.002926788
1613	20190107_050000	5	18	6923	53.81574074	0.002651213
1614	20190107_060000	6	24	6856	53.24927399	0.002320538
1615	20190107_070000	7	109	6768	52.49546891	0.002513342
1616	20190107_080000	8	784	6620	51.19576188	0.002829871
1617	20190107_090000	9	2008	6243	51.9730322	0.002690751
1618	20190107_100000	10	3178	5827	51.82213202	0.00265151
1619	20190107_110000	11	3879	5490	51.0167823	0.002708311
1620	20190107_120000	12	4106	5427	50.35500041	0.002935773
1621	20190107_130000	13	4112	5444	50.36953839	0.002993054
1622	20190107_140000	14	3877	5518	50.53888146	0.003105898
1623	20190107_150000	15	3005	5774	49.52088886	0.003234726
1624	20190107_160000	16	1484	6180	49.61465784	0.003186087
1625	20190107_170000	17	394	6666	50.05160875	0.003022268
1626	20190107_180000	18	79	6831	50.80003133	0.001415819
1627	20190107_190000	19	41	6794	51.1230184	0.000946336
1628	20190107_200000	20	31	6673	51.32665898	0.00089703
1629	20190107_210000	21	27	6519	51.50099309	0.000865915
1630	20190107_220000	22	22	6360	52.35486478	0.002280552
1631	20190107_230000	23	32	6599	52.5511398	0.002771667
1632	20190108_000000	0	38	6515	61.64798143	0.00227442
1633	20190108_010000	1	23	6554	54.74871382	0.001294041
1634	20190108_020000	2	22	6626	52.69041072	0.001263915
1635	20190108_030000	3	17	6675	52.17375926	0.002232797
1636	20190108_040000	4	17	6715	52.51301831	0.002945909
1637	20190108_050000	5	9	6742	52.33482406	0.002414659
1638	20190108_060000	6	21	6697	52.51943131	0.002384936
1639	20190108_070000	7	88	6655	51.8585267	0.001474861
1640	20190108_080000	8	714	6621	50.90937667	0.001495335
1641	20190108_090000	9	1869	6497	51.12109104	0.001151073
1642	20190108_100000	10	2958	6301	51.00333079	0.001186437
1643	20190108_110000	11	3682	6136	50.76150495	0.001157967
1644	20190108_120000	12	3941	6087	50.81419016	0.001150335
1645	20190108_130000	13	3929	6143	50.90979581	0.001112075
1646	20190108_140000	14	3689	6310	51.12318963	0.001461041
1647	20190108_150000	15	2905	6738	51.95828719	0.002295701
1648	20190108_160000	16	1438	7489	51.46684749	0.002429018
1649	20190108_170000	17	396	8463	51.89768281	0.002323783
1650	20190108_180000	18	103	9051	50.86432835	0.001056322
1651	20190108_190000	19	56	9220	50.9790452	0.000825201
1652	20190108_200000	20	33	9168	51.12840067	0.000776472
1653	20190108_210000	21	36	9202	51.31656141	0.000704483
1654	20190108_220000	22	39	9253	51.28287128	0.001174767
1655	20190108_230000	23	36	9288	51.74409081	0.002577265
1656	20190109_000000	0	61	9327	54.84951438	0.001349699
1657	20190109_010000	1	82	9240	51.81747854	0.001071089
1658	20190109_020000	2	58	9054	52.2954618	0.002593976
1659	20190109_030000	3	86	9003	52.29694778	0.003632525
1660	20190109_040000	4	79	9040	53.84486779	0.00522075
1661	20190109_050000	5	62	9099	53.39678523	0.004399234
1662	20190109_060000	6	72	9165	51.24169964	0.005107927
1663	20190109_070000	7	139	9205	48.73597024	0.004203182
1664	20190109_080000	8	742	9146	49.00514766	0.003800525
1665	20190109_090000	9	1833	9021	50.05361506	0.002908452
1666	20190109_100000	10	2924	8934	49.9861602	0.003235377
1667	20190109_110000	11	3701	8967	49.40192591	0.003472017
1668	20190109_120000	12	3923	9317	48.14532381	0.004198156
1669	20190109_130000	13	3882	9748	47.85644816	0.004641735
1670	20190109_140000	14	3657	10203	43.09549917	0.005635019
1671	20190109_150000	15	2880	10615	38.03392428	0.005891113
1672	20190109_160000	16	1468	11051	37.6831584	0.005809088
1673	20190109_170000	17	401	11530	42.05972387	0.005988913
1674	20190109_180000	18	122	11769	48.51579745	0.004226537
1675	20190109_190000	19	75	11922	49.68427568	0.003481573
1676	20190109_200000	20	31	11998	49.99809322	0.003295089
1677	20190109_210000	21	59	11776	49.74137484	0.003411492
1678	20190109_220000	22	42	11467	48.5571697	0.005285067
1679	20190109_230000	23	25	11798	43.06036457	0.006399338
1680	20190110_000000	0	16	11590	52.06813587	0.00102164
1681	20190110_010000	1	20	11380	51.895185	0.002978586
1682	20190110_020000	2	18	11221	54.74924816	0.007262785
1683	20190110_030000	3	18	11104	50.36210823	0.008478992
1684	20190110_040000	4	14	10963	45.94076814	0.008320001
1685	20190110_050000	5	17	10812	47.14121104	0.008436475
1686	20190110_060000	6	27	10698	47.59925336	0.007443131
1687	20190110_070000	7	104	10595	47.45258422	0.005679357
1688	20190110_080000	8	745	10422	47.69881923	0.005086646
1689	20190110_090000	9	1976	10372	49.55225366	0.003676997
1690	20190110_100000	10	3164	10471	48.53492043	0.004100765
1691	20190110_110000	11	3862	10553	46.88960056	0.004969946
1692	20190110_120000	12	4084	10365	45.67670114	0.005428494
1693	20190110_130000	13	4052	10202	45.57682349	0.005215756
1694	20190110_140000	14	3822	10047	42.61335609	0.005921229
1695	20190110_150000	15	3021	10052	39.30560591	0.006072186
1696	20190110_160000	16	1529	10061	42.71705409	0.006144702
1697	20190110_170000	17	406	10187	47.61994263	0.005006915
1698	20190110_180000	18	93	10219	50.60212977	0.002811301
1699	20190110_190000	19	47	10293	51.49766967	0.002289415
1700	20190110_200000	20	35	10369	50.20667358	0.001481281
1701	20190110_210000	21	32	10405	50.39212417	0.001399571
1702	20190110_220000	22	35	10254	51.60049595	0.002884519
1703	20190110_230000	23	15	10116	52.46741537	0.004465376
1704	20190111_000000	0	16	9962	58.52032376	0.001899757
1705	20190111_010000	1	15	9832	53.17791074	0.001289047
1706	20190111_020000	2	13	9717	52.93861733	0.003027723
1707	20190111_030000	3	12	9578	54.9038423	0.005322996
1708	20190111_040000	4	11	9482	53.72471708	0.005401697
1709	20190111_050000	5	13	9387	54.67532522	0.005276523
1710	20190111_060000	6	17	9237	52.75466206	0.003166595
1711	20190111_070000	7	102	9069	52.81100109	0.002321632
1712	20190111_080000	8	784	8833	51.15497011	0.001103019
1713	20190111_090000	9	2023	8701	51.45140198	0.000805616
1714	20190111_100000	10	3211	8787	51.04177289	0.000990161
1715	20190111_110000	11	3892	8846	51.30631905	0.001624591
1716	20190111_120000	12	4069	8767	50.73348729	0.001517763
1717	20190111_130000	13	3982	8715	51.46816639	0.001595596
1718	20190111_140000	14	3742	8636	51.08658891	0.002192437
1719	20190111_150000	15	2944	8546	50.71575192	0.002261086
1720	20190111_160000	16	1526	8546	51.61530101	0.002118598
1721	20190111_170000	17	441	8744	50.96264279	0.001580277
1722	20190111_180000	18	91	8935	51.05623476	0.000708361
1723	20190111_190000	19	36	8963	51.85125052	0.000694633
1724	20190111_200000	20	33	8819	52.00931555	0.000687863
1725	20190111_210000	21	24	8487	52.11814148	0.000694274
1726	20190111_220000	22	21	8126	53.28346407	0.000957338
1727	20190111_230000	23	27	7831	54.0352464	0.00113861
1728	20190112_000000	0	14	7526	70.29960281	0.002957305
1729	20190112_010000	1	10	7278	65.37940652	0.003211476
1730	20190112_020000	2	8	7079	56.82126275	0.001736525
1731	20190112_030000	3	9	6931	53.62874713	0.001401101
1732	20190112_040000	4	8	6814	52.54551889	0.00136281
1733	20190112_050000	5	6	6717	52.32710325	0.001333034
1734	20190112_060000	6	9	6575	51.91998315	0.001370919
1735	20190112_070000	7	86	6446	51.15822798	0.003182099
1736	20190112_080000	8	725	6303	49.32755983	0.00325429
1737	20190112_090000	9	1891	6340	50.97420685	0.002296053
1738	20190112_100000	10	3075	6496	50.6936292	0.001633133
1739	20190112_110000	11	3756	6833	50.92807805	0.002321408
1740	20190112_120000	12	3908	7179	50.0684563	0.002830172
1741	20190112_130000	13	3828	7497	50.43095946	0.00245331
1742	20190112_140000	14	3585	7690	49.10329996	0.002953382
1743	20190112_150000	15	2886	7650	48.95584446	0.004890813
1744	20190112_160000	16	1492	7611	48.74231477	0.005288269
1745	20190112_170000	17	350	7699	49.70441952	0.005407225
1746	20190112_180000	18	84	7907	50.41337138	0.001590335
1747	20190112_190000	19	35	8077	50.57240229	0.000946335
1748	20190112_200000	20	32	8116	50.77909713	0.000889751
1749	20190112_210000	21	25	8071	50.75221596	0.000914746
1750	20190112_220000	22	21	7997	51.08498822	0.001009139
1751	20190112_230000	23	17	8577	51.88816002	0.000917369
1752	20190113_000000	0	20	8518	58.29859903	0.001902991
1753	20190113_010000	1	23	8452	52.97378128	0.000911989
1754	20190113_020000	2	21	8389	53.33125994	0.002184131
1755	20190113_030000	3	21	8363	53.26578702	0.003741743
1756	20190113_040000	4	21	8336	54.73211588	0.00559564
1757	20190113_050000	5	19	8261	53.43568942	0.005517873
1758	20190113_060000	6	25	8092	52.88500133	0.007448464
1759	20190113_070000	7	92	7913	37.18551704	0.006744942
1760	20190113_080000	8	747	7647	24.792936	0.004931778
1761	20190113_090000	9	1951	7297	32.23247769	0.005794627
1762	20190113_100000	10	3111	7004	39.83216382	0.005823296
1763	20190113_110000	11	3786	6824	41.61941372	0.006011368
1764	20190113_120000	12	3963	6798	41.66517633	0.005983248
1765	20190113_130000	13	3907	6798	46.71242081	0.004902579
1766	20190113_140000	14	3655	6771	46.13389687	0.00495291
1767	20190113_150000	15	2907	6835	41.77978265	0.005732981
1768	20190113_160000	16	1546	7018	41.13289692	0.005969502
1769	20190113_170000	17	491	7374	44.44262646	0.00613124
1770	20190113_180000	18	87	7544	51.90494031	0.003098254
1771	20190113_190000	19	47	7535	51.52033348	0.00141988
1772	20190113_200000	20	32	7462	51.39284634	0.000840219
1773	20190113_210000	21	32	7434	51.40461075	0.000850745
1774	20190113_220000	22	33	7500	52.29863233	0.001495223
1775	20190113_230000	23	27	7729	53.54036744	0.002423635
1776	20190114_000000	0	18	7886	67.5058351	0.002972167
1777	20190114_010000	1	13	8023	62.64225222	0.002510441
1778	20190114_020000	2	13	8151	58.36860414	0.001764061
1779	20190114_030000	3	14	8207	55.58660058	0.001275812
1780	20190114_040000	4	14	8265	54.70595462	0.001276362
1781	20190114_050000	5	11	8352	54.42182999	0.001271756
1782	20190114_060000	6	15	8415	54.63193884	0.001141398
1783	20190114_070000	7	90	8408	52.91442429	0.000766839
1784	20190114_080000	8	713	8310	52.66183055	0.000680518
1785	20190114_090000	9	1887	7937	52.88055019	0.000661579
1786	20190114_100000	10	3112	7569	52.47560163	0.00067083
1787	20190114_110000	11	3773	7243	51.85849628	0.000751552
1788	20190114_120000	12	3942	7047	51.6998245	0.000889308
1789	20190114_130000	13	3902	6882	51.8401326	0.001131031
1790	20190114_140000	14	3686	6727	52.67111008	0.002047819
1791	20190114_150000	15	2970	6676	52.52776854	0.002284035
1792	20190114_160000	16	1531	6700	52.33380843	0.001939247
1793	20190114_170000	17	451	6810	51.63501247	0.000893565
1794	20190114_180000	18	87	6745	52.62413019	0.000586148
1795	20190114_190000	19	43	6583	54.18074235	0.00075975
1796	20190114_200000	20	32	6449	55.02916289	0.000853724
1797	20190114_210000	21	34	6182	54.71949881	0.000819887
1798	20190114_220000	22	25	5918	53.76491718	0.000714719
1799	20190114_230000	23	19	6079	52.68926028	0.000661
1800	20190115_000000	0	12	5725	67.82233109	0.00269597
1801	20190115_010000	1	11	5324	63.96568888	0.002486414
1802	20190115_020000	2	11	4929	60.99187143	0.002162527
1803	20190115_030000	3	9	4520	59.53761694	0.001856211
1804	20190115_040000	4	10	4095	59.995659	0.001983248
1805	20190115_050000	5	12	3686	63.18773368	0.002526952
1806	20190115_060000	6	12	3233	65.38633563	0.002466708
1807	20190115_070000	7	88	2744	64.43262872	0.002278755
1808	20190115_080000	8	627	2326	61.79437126	0.001779551
1809	20190115_090000	9	1565	1780	61.66170818	0.001705113
1810	20190115_100000	10	2395	1291	61.15388594	0.00163647
1811	20190115_110000	11	2961	903	59.0134017	0.001275352
1812	20190115_120000	12	3111	819	58.18685098	0.001199984
1813	20190115_130000	13	3029	751	57.81743065	0.001125775
1814	20190115_140000	14	2752	708	57.52545881	0.001082106
1815	20190115_150000	15	2051	836	57.12852949	0.001027006
1816	20190115_160000	16	922	1038	57.33309335	0.001046714
1817	20190115_170000	17	186	1361	59.31540075	0.001275566
1818	20190115_180000	18	51	1659	63.76812947	0.001947316
1819	20190115_190000	19	32	1893	66.40363331	0.002065313
1820	20190115_200000	20	22	2153	66.81360219	0.00200065
1821	20190115_210000	21	25	2383	67.08303057	0.001995576
1822	20190115_220000	22	17	2573	65.6815508	0.002031702
1823	20190115_230000	23	20	2450	66.0555641	0.00219969
1824	20190116_000000	0	17	2553	71.68934651	0.000825503
1825	20190116_010000	1	17	2649	71.43187284	0.00168735
1826	20190116_020000	2	16	2737	70.9970354	0.002885728
1827	20190116_030000	3	13	2775	68.4263264	0.003025296
1828	20190116_040000	4	15	2797	66.32236735	0.002754738
1829	20190116_050000	5	16	2809	67.21816136	0.002840579
1830	20190116_060000	6	23	2681	68.38694044	0.002650197
1831	20190116_070000	7	57	2554	67.30817197	0.002491283
1832	20190116_080000	8	538	2433	61.87521956	0.001771113
1833	20190116_090000	9	1451	2141	62.96967499	0.001820469
1834	20190116_100000	10	2182	1856	63.1516207	0.001835653
1835	20190116_110000	11	2595	1619	61.56919461	0.001629793
1836	20190116_120000	12	2742	1727	60.14217957	0.001421892
1837	20190116_130000	13	2629	1781	59.83918295	0.001336882
1838	20190116_140000	14	2305	1848	57.36723205	0.001112222
1839	20190116_150000	15	1600	1917	56.76962782	0.00104964
1840	20190116_160000	16	582	2010	56.70780633	0.001023862
1841	20190116_170000	17	101	2175	57.38374188	0.001140323
1842	20190116_180000	18	24	2250	60.98218816	0.001591548
1843	20190116_190000	19	23	2364	64.67854311	0.002010686
1844	20190116_200000	20	21	2558	65.53464455	0.001996969
1845	20190116_210000	21	24	2654	67.98327841	0.001869164
1846	20190116_220000	22	23	2713	66.02682342	0.002034474
1847	20190116_230000	23	11	3104	64.531231	0.002097662
1848	20190117_000000	0	10	3201	69.57944758	0.001290881
1849	20190117_010000	1	9	3271	69.51344521	0.002815817
1850	20190117_020000	2	10	3324	64.92755716	0.003087101
1851	20190117_030000	3	10	3493	60.0673479	0.00226795
1852	20190117_040000	4	12	3798	57.12974811	0.0015857
1853	20190117_050000	5	12	4162	57.53664436	0.001646386
1854	20190117_060000	6	28	4372	59.02010435	0.002017634
1855	20190117_070000	7	56	4542	58.22330103	0.001768316
1856	20190117_080000	8	397	4623	53.1962811	0.000588752
1857	20190117_090000	9	993	4675	53.41136867	0.000615773
1858	20190117_100000	10	1531	4841	53.36778016	0.000590325
1859	20190117_110000	11	1931	5100	52.84072786	0.000494139
1860	20190117_120000	12	2081	5078	52.13063142	0.000374954
1861	20190117_130000	13	2018	4909	52.07329358	0.000372508
1862	20190117_140000	14	1735	4775	51.5850762	0.000365874
1863	20190117_150000	15	1211	4567	51.60927376	0.000364906
1864	20190117_160000	16	537	4311	51.82205635	0.000361031
1865	20190117_170000	17	156	4205	52.31501516	0.000407501
1866	20190117_180000	18	47	4273	54.92997026	0.000927273
1867	20190117_190000	19	24	4346	58.25839826	0.00154169
1868	20190117_200000	20	14	4461	59.56690099	0.001731208
1869	20190117_210000	21	19	4285	60.05125885	0.001859615
1870	20190117_220000	22	29	3984	58.04080844	0.001557419
1871	20190117_230000	23	15	3864	59.4145225	0.001896059
1872	20190118_000000	0	15	3830	70.82440038	0.001675141
